time/s,freq/Hz,|Z|/Ohm,Phase(Z)/deg,I/A,Ewe/V,loop_index
3821.3302250963316,10735.229,114.48171,-10.396759,9.2441746e-07,3.0629213,3
3821.6460384713864,8517.451,117.451805,-10.906681,9.199417e-07,3.06292,3
3822.0215370759106,6753.7354,120.55136,-11.435013,8.363928e-07,3.0629258,3
3822.473100457297,5359.6797,124.10961,-12.109414,8.509391e-07,3.0629196,3
3822.940553812892,4253.6406,128.04253,-12.781897,8.2296503e-07,3.0629132,3
3823.4075874350674,3373.921,132.35066,-13.485585,8.809643e-07,3.0629165,3
3823.8742872171715,2677.5674,137.60487,-14.094141,8.660448e-07,3.0629227,3
3824.3415447594307,2124.317,142.79115,-14.756543,8.578389e-07,3.0629225,3
3824.808453714948,1685.5374,148.53346,-15.395264,8.990538e-07,3.0629227,3
3825.2751822970604,1337.1407,154.85661,-15.828509,8.3732454e-07,3.0629082,3
3825.742311679249,1061.0223,161.56656,-16.288261,8.5075186e-07,3.0629184,3
3826.209166981411,841.34937,169.16609,-16.735949,8.500058e-07,3.0629177,3
3826.6781846037047,667.64954,176.43034,-17.121468,7.8529257e-07,3.0629148,3
3827.1455635859456,529.83014,184.5191,-17.545095,7.9275225e-07,3.0629141,3
3827.612310541401,420.40347,193.39929,-18.088305,8.087907e-07,3.0629146,3
3828.0814544304158,333.39932,202.88925,-18.410309,8.4217294e-07,3.062916,3
3828.548821705932,264.5768,212.39966,-19.002535,7.8697093e-07,3.0629249,3
3829.0145690080535,209.93277,224.01604,-19.489893,7.748489e-07,3.0629237,3
3829.4776426300377,166.5458,236.26949,-20.01859,8.128935e-07,3.062912,3
3830.1892447171413,132.1569,249.89705,-20.3242,1.6418104e-06,3.0629222,3
3830.6578451394016,104.8319,265.13013,-20.55569,1.6348567e-06,3.0629168,3
3831.132940121999,83.16338,281.80484,-20.625925,1.6309605e-06,3.06291,3
3831.5925134505087,65.992546,299.75833,-20.37486,1.6369632e-06,3.0629137,3
3832.0414893385023,52.362606,318.61664,-19.789537,1.6055506e-06,3.0628977,3
3832.4921394132107,41.52827,338.39673,-18.976965,1.6180969e-06,3.0629077,3
3832.9848549565795,32.964127,356.8253,-17.820637,1.6176122e-06,3.0629098,3
3833.433725457944,26.146248,375.29736,-16.596264,1.6099686e-06,3.0629005,3
3833.8872717194754,20.750315,392.35614,-15.130288,1.5849877e-06,3.062899,3
3834.317754619944,16.45893,407.2895,-13.554433,1.5722734e-06,3.0628953,3
3834.8471353117056,13.064369,420.8306,-12.182225,1.6721882e-06,3.0629125,3
3835.299503253249,10.361374,432.63223,-10.801926,1.6119076e-06,3.0629134,3
3835.8567266130267,8.223653,442.39624,-9.604368,1.6724306e-06,3.062919,3
3836.2268030039413,6.5212846,450.97388,-8.495682,1.6121685e-06,3.0629246,3
3836.6827836389275,5.1738396,458.3901,-7.405045,1.611516e-06,3.0629163,3
3837.2412162254477,4.103206,463.83658,-6.4858117,1.6656353e-06,3.062928,3
3837.9305432715482,3.257923,469.50372,-5.743548,1.589117e-06,3.0629203,3
3838.785673552149,2.5834963,474.36523,-5.112854,1.64319e-06,3.0629222,3
3839.8505937094014,2.049446,478.46674,-4.5966287,1.66667e-06,3.0629184,3
3841.8488737509615,1.6259104,482.5898,-4.069473,1.703092e-06,3.0628986,3
3843.516926630182,1.2902544,485.8856,-3.6548471,1.6889467e-06,3.0628948,3
3845.608994676222,1.0236502,488.98087,-3.3146896,1.6961841e-06,3.062903,3
3848.2317458941397,0.8126199,491.97952,-3.0176382,1.7114154e-06,3.0629082,3
3851.5300263974495,0.64438283,495.27063,-2.797066,1.7004464e-06,3.0629067,3
3855.6774558211473,0.51122236,497.7458,-2.65739,1.7239835e-06,3.0629106,3
3860.8920928154403,0.4058443,499.8711,-2.469339,1.7215308e-06,3.0629127,3
3867.4573355806206,0.32181963,502.48166,-2.3702912,1.7231957e-06,3.062918,3
3875.7235442666133,0.25531054,505.1691,-2.220852,1.6799828e-06,3.0628989,3
3886.130675614244,0.2025798,507.69806,-2.1497226,1.6819804e-06,3.0628998,3
3899.244477330474,0.16068146,509.6532,-2.085215,1.6626987e-06,3.0629008,3
3915.759370968226,0.12750551,512.3016,-1.9931827,1.6333969e-06,3.0628977,3
3936.5517433424393,0.10123998,514.8885,-1.9822705,1.6181905e-06,3.0628934,3
3962.7565667204617,0.08030087,516.96533,-1.9764487,1.6117679e-06,3.062892,3
3995.7883605827337,0.063687116,519.2789,-2.0261402,1.6101535e-06,3.0629034,3
4037.422991146872,0.050522164,521.3926,-1.9457072,1.6263397e-06,3.0629134,3
4089.9061962263804,0.040071532,523.85016,-1.9954252,1.5902873e-06,3.0628932,3
4156.01321832629,0.03180936,525.4523,-2.0355697,1.595473e-06,3.06292,3
4239.278546467904,0.02525203,528.0136,-2.0970871,1.5274269e-06,3.0629077,3
4344.3160778035235,0.020016208,530.4641,-2.1102245,1.4912173e-06,3.062923,3
4476.725870305992,0.01587741,532.65533,-2.238333,1.4626345e-06,3.0629246,3
4643.480445933128,0.01260668,535.60077,-2.3217354,1.4092304e-06,3.062905,3
4853.750906720379,0.009997264,538.3836,-2.5211847,1.3953746e-06,3.0629153,3
4853.769394161325,0.0,0.0,0.0,-4.3812765e-06,3.0611405,3
5030.183078984643,7000018.5,50.74435,-20.756687,-5.354942e-08,3.0632246,4
5030.892079578334,5553741.0,55.581223,-19.096554,1.3434677e-06,3.0632217,4
5032.574072538206,4406287.0,59.839836,-17.499397,1.2541376e-06,3.0632162,4
5034.256076511432,3495908.2,62.72406,-16.119295,1.2166523e-06,3.0632148,4
5035.104093911737,2773623.0,65.81638,-14.9788,1.2121776e-06,3.0632129,4
5035.535095158877,2200573.5,68.20895,-13.770309,1.2532067e-06,3.0632122,4
5035.966071926028,1745917.5,70.52295,-12.712965,1.134037e-06,3.0632107,4
5036.397080159833,1385197.1,72.50167,-11.729645,1.1728278e-06,3.0632126,4
5036.828092553624,1099001.6,74.33707,-11.058247,1.2339981e-06,3.063213,4
5037.260083854111,871938.1,76.089294,-10.470191,1.1720821e-06,3.0632105,4
5037.6910812879505,691786.7,77.7958,-10.0189905,1.1730145e-06,3.0632126,4
5038.1220855750435,548860.6,79.57677,-9.681898,1.1592134e-06,3.063215,4
5038.553085222229,435458.72,81.2855,-9.407089,1.1075557e-06,3.0632136,4
5038.984092416038,345494.38,83.099266,-9.245318,1.1534328e-06,3.0632129,4
5039.416081396543,274105.56,84.95417,-9.09179,1.1345965e-06,3.0632117,4
5039.847078990337,217478.84,86.80385,-9.023903,1.1038238e-06,3.0632143,4
5040.139077350876,172543.05,88.71841,-8.892873,1.0866669e-06,3.0632055,4
5041.4040791176085,136895.03,90.603775,-8.8125925,1.103824e-06,3.0632122,4
5043.086089944205,108614.164,92.78203,-8.78451,1.0424676e-06,3.0632148,4
5043.934081771149,86169.46,94.69021,-8.669345,1.1364604e-06,3.0632064,4
5044.504087611538,68364.016,96.70067,-8.6248255,1.0454517e-06,3.063207,4
5044.935083018645,54242.133,98.82929,-8.678738,1.091329e-06,3.0632021,4
5045.2280984992685,43033.695,100.80051,-8.715986,1.0834962e-06,3.0632033,4
5045.659082199709,34144.895,102.65951,-8.878489,1.0855478e-06,3.0632057,4
5045.951093146956,27093.232,104.88681,-8.932948,1.0896505e-06,3.0632122,4
5046.243081774126,21489.018,107.11718,-9.113604,1.0818177e-06,3.063199,4
5046.535093814688,17053.887,109.307526,-9.43976,1.0633548e-06,3.063202,4
5046.967084981879,13528.057,111.87207,-9.852024,1.0654063e-06,3.0631988,4
5047.259087182378,10735.229,114.51931,-10.451743,1.1127753e-06,3.0631948,4
5047.574884077389,8517.451,117.30829,-10.853347,1.0508599e-06,3.0632021,4
5047.95039660194,6753.7354,120.47841,-11.543361,1.0051689e-06,3.0632005,4
5048.4019753967,5359.6797,124.155945,-12.081152,1.0558952e-06,3.0632098,4
5048.869437125599,4253.6406,128.09239,-12.815631,1.0514192e-06,3.0631993,4
5049.3364063744375,3373.921,132.57622,-13.533892,1.053284e-06,3.0632071,4
5049.803165703226,2677.5674,137.26715,-14.100635,9.674969e-07,3.063204,4
5050.270414072147,2124.317,142.7401,-14.778632,1.0051685e-06,3.063211,4
5050.737300920977,1685.5374,148.60168,-15.328627,9.936059e-07,3.063211,4
5051.204030063091,1337.1407,154.90022,-15.924895,1.08219e-06,3.0632186,4
5051.671157338627,1061.0223,161.53607,-16.354862,1.0182227e-06,3.063208,4
5052.138052534108,841.34937,168.93364,-16.736685,9.777536e-07,3.063208,4
5052.607069089747,667.64954,176.47293,-17.228664,9.958434e-07,3.0632112,4
5053.074437298652,529.83014,184.63254,-17.63655,1.0279201e-06,3.063205,4
5053.541141907423,420.40347,193.46962,-17.984854,1.0428395e-06,3.0632076,4
5054.010305716438,333.39932,202.8098,-18.420828,9.947242e-07,3.0632107,4
5054.478671178658,264.5768,212.65152,-19.03487,9.895025e-07,3.063214,4
5054.944433494136,209.93277,224.1189,-19.37947,9.2217846e-07,3.0632093,4
5055.407504716131,166.5458,236.41214,-19.907068,9.419467e-07,3.0632038,4
5056.118110269861,132.1569,249.57771,-20.333735,1.7515592e-06,3.0632079,4
5056.586663412105,104.8319,264.96292,-20.503483,1.7567418e-06,3.0632093,4
5057.061771728011,83.16338,281.68332,-20.570639,1.7766334e-06,3.0632126,4
5057.521332496544,65.992546,299.8493,-20.407265,1.7634903e-06,3.063213,4
5057.970324517853,52.362606,318.53424,-19.823503,1.7769876e-06,3.063218,4
5058.420996405912,41.52827,338.11026,-18.968397,1.7660443e-06,3.0632122,4
5058.914733282669,32.964127,357.38916,-17.81457,1.7636206e-06,3.0632195,4
5059.363585170679,26.146248,375.18466,-16.526785,1.7770246e-06,3.0632312,4
5059.816124445497,20.750315,392.0455,-15.053406,1.7622413e-06,3.0632148,4
5060.2466285993,16.45893,406.76172,-13.642206,1.7667713e-06,3.0632212,4
5060.77600529106,13.064369,420.43167,-12.1196165,1.7979789e-06,3.063217,4
5061.228382245958,10.361374,431.9401,-10.743011,1.7518386e-06,3.063208,4
5061.7855654457235,8.223653,442.3209,-9.556019,1.7904474e-06,3.0632195,4
5062.1556529299705,6.5212846,451.1471,-8.431042,1.7567975e-06,3.0632203,4
5062.611609751621,5.1738396,457.59766,-7.407767,1.7597616e-06,3.063215,4
5063.170095618145,4.103206,463.4823,-6.477639,1.7950613e-06,3.0632124,4
5063.8593305042305,3.257923,469.41852,-5.746359,1.7574687e-06,3.0632112,4
5064.714513904852,2.5834963,473.9847,-5.0558076,1.7844573e-06,3.0632157,4
5065.780420728814,2.049446,478.50266,-4.5440426,1.8023972e-06,3.0632126,4
5067.777640076994,1.6259104,481.9729,-4.0080776,1.8408622e-06,3.063206,4
5069.445826716226,1.2902544,485.70633,-3.6167474,1.8518373e-06,3.0632107,4
5071.537752522243,1.0236502,488.82913,-3.3495753,1.8512537e-06,3.0632093,4
5074.1605886468315,0.8126199,491.66037,-3.0375745,1.8483463e-06,3.0632102,4
5077.459105070127,0.64438283,494.30228,-2.8132157,1.8308574e-06,3.063205,4
5081.604597320402,0.51122236,496.9564,-2.610146,1.8288489e-06,3.0632102,4
5086.818647194741,0.4058443,499.45654,-2.4729118,1.7981478e-06,3.0632024,4
5093.3846424399235,0.32181963,502.261,-2.3001008,1.8081994e-06,3.063208,4
5101.650863232528,0.25531054,504.73917,-2.2006488,1.8105266e-06,3.063209,4
5112.0591505802295,0.2025798,507.12198,-2.1490295,1.8036661e-06,3.0632079,4
5125.171508509724,0.16068146,509.32727,-2.0855424,1.7964818e-06,3.0632017,4
5141.686382627493,0.12750551,512.14197,-2.0046754,1.8002345e-06,3.0631967,4
5162.477689268329,0.10123998,514.0936,-1.9993035,1.779076e-06,3.0631995,4
5188.683529153059,0.08030087,516.10876,-1.9750109,1.7406996e-06,3.0631895,4
5221.716258002045,0.063687116,518.5327,-1.9772806,1.7572228e-06,3.0632036,4
5263.349753899471,0.050522164,520.6583,-1.9856402,1.7208596e-06,3.0631888,4
5315.832961165608,0.040071532,523.2171,-1.9332355,1.7237596e-06,3.0632176,4
5381.939995718858,0.03180936,526.0346,-1.9994521,1.7035408e-06,3.0632036,4
5465.205382900487,0.02525203,528.12317,-2.061543,1.682989e-06,3.0632067,4
5570.242993889464,0.020016208,530.7556,-2.220737,1.6771529e-06,3.063223,4
5702.652781565237,0.01587741,532.18085,-2.2768342,1.5957289e-06,3.0632122,4
5869.407275325717,0.01260668,535.1538,-2.4012272,1.5704832e-06,3.0632098,4
6079.677739072969,0.009997264,537.30804,-2.554816,1.4824456e-06,3.0632107,4
6079.69624419391,0.0,0.0,0.0,7.864048e-07,3.0616386,4
6256.107938990521,7000018.5,50.749897,-20.84842,2.1854413e-07,3.0633543,5
6257.789946857083,5553741.0,55.5968,-19.083336,1.5754654e-06,3.0633698,5
6259.471925816964,4406287.0,59.791107,-17.457392,1.4919165e-06,3.0633643,5
6261.153936643503,3495908.2,62.79706,-16.18935,1.3893448e-06,3.0633655,5
6261.723940883938,2773623.0,65.85098,-15.013208,1.4070632e-06,3.0633535,5
6262.154940051085,2200573.5,68.28873,-13.760616,1.3738678e-06,3.0633593,5
6262.585939111537,1745917.5,70.557724,-12.700169,1.394568e-06,3.0633602,5
6263.016937958659,1385197.1,72.5158,-11.791381,1.3306011e-06,3.063357,5
6263.447932405805,1099001.6,74.38269,-11.018846,1.3028139e-06,3.06335,5
6263.878925972967,871938.1,76.13686,-10.44202,1.3197849e-06,3.063349,5
6264.309943673434,691786.7,77.817924,-10.044655,1.3499964e-06,3.0633488,5
6264.740929933905,548860.6,79.544395,-9.680832,1.3384334e-06,3.0633433,5
6265.171931901015,435458.72,81.320496,-9.457671,1.2852837e-06,3.0633368,5
6265.602939574805,345494.38,83.11015,-9.219876,1.2440684e-06,3.0633323,5
6266.033935568645,274105.56,84.97658,-9.050237,1.2077018e-06,3.0633318,5
6266.464934335789,217478.84,86.895004,-8.921971,1.1748776e-06,3.063331,5
6266.756944136287,172543.05,88.78998,-8.949413,1.2750249e-06,3.063333,5
6268.021945823042,136895.03,90.580925,-8.722984,1.1517528e-06,3.0633225,5
6269.703928969626,108614.164,92.56818,-8.751891,1.2358611e-06,3.0633276,5
6270.551945756539,86169.46,94.60193,-8.634783,1.2162794e-06,3.063329,5
6271.121947276988,68364.016,96.77778,-8.625921,1.2431344e-06,3.063331,5
6271.552922470786,54242.133,98.65107,-8.613085,1.1556691e-06,3.0633254,5
6271.983945131244,43033.695,100.72949,-8.653157,1.1892379e-06,3.063335,5
6272.275938745122,34144.895,102.64985,-8.695712,1.1765562e-06,3.0633318,5
6272.567947212316,27093.232,104.84838,-8.889097,1.1545501e-06,3.0633252,5
6272.998927046137,21489.018,107.15991,-9.222584,1.1640612e-06,3.0633214,5
6273.2909254599945,17053.887,109.48198,-9.451094,1.1254571e-06,3.0633204,5
6273.582948300522,13528.057,111.757614,-9.972364,1.1605177e-06,3.063327,5
6274.013947734318,10735.229,114.46721,-10.366832,1.1511931e-06,3.0633233,5
6274.478758103098,8517.451,117.32882,-10.920922,1.1306788e-06,3.063316,5
6274.854253747617,6753.7354,120.61103,-11.517103,1.0102043e-06,3.063318,5
6275.305829769,5359.6797,124.035774,-12.147381,1.0465703e-06,3.063325,5
6275.773254697939,4253.6406,128.12845,-12.820905,1.0993477e-06,3.0633185,5
6276.240246506786,3373.921,132.56592,-13.4648,1.1211673e-06,3.0633256,5
6276.707003675576,2677.5674,137.27332,-14.089127,1.1099776e-06,3.0633273,5
6277.174261324486,2124.317,142.63121,-14.770856,1.1099776e-06,3.0633159,5
6277.641121026667,1685.5374,148.5642,-15.34473,1.1151992e-06,3.0633197,5
6278.107893582142,1337.1407,155.02997,-15.774388,1.0665244e-06,3.063318,5
6278.575019924319,1061.0223,161.79395,-16.332739,1.1081123e-06,3.0633216,5
6279.041875813156,841.34937,168.9014,-16.72843,1.1073663e-06,3.0633245,5
6279.51089892874,667.64954,176.77797,-17.214127,1.1595843e-06,3.0633287,5
6279.978280337673,529.83014,184.6614,-17.566013,1.1319833e-06,3.0633273,5
6280.4449895597645,420.40347,193.24924,-18.025295,1.0999064e-06,3.0633228,5
6280.914179182117,333.39932,203.10188,-18.543453,1.1118419e-06,3.0633185,5
6281.381530937622,264.5768,213.14372,-19.017511,1.0954305e-06,3.0633242,5
6281.847251786443,209.93277,224.09404,-19.536364,1.1730117e-06,3.0633235,5
6282.310364528414,166.5458,236.27214,-19.824442,1.1439188e-06,3.0633297,5
6283.020927148813,132.1569,250.33641,-20.32919,1.7672189e-06,3.0633214,5
6283.488531064388,104.8319,265.03537,-20.533392,1.7812381e-06,3.063324,5
6283.9636275136145,83.16338,281.51733,-20.640114,1.7770622e-06,3.0633256,5
6284.424191535509,65.992546,299.33472,-20.277193,1.7579348e-06,3.0633233,5
6284.8721950767795,52.362606,318.6335,-19.859753,1.7720845e-06,3.063325,5
6285.322831391473,41.52827,338.4556,-18.838467,1.7691762e-06,3.063325,5
6285.815546161553,32.964127,356.91354,-17.741547,1.7743961e-06,3.0633175,5
6286.2644460762385,26.146248,375.1136,-16.537716,1.7503286e-06,3.0633209,5
6286.71896999114,20.750315,392.01382,-15.052265,1.7458916e-06,3.0633175,5
6287.1494625716,16.45893,407.24164,-13.574327,1.7486134e-06,3.0633218,5
6287.678826756717,13.064369,420.37573,-12.173114,1.7913608e-06,3.0633194,5
6288.132244484965,10.361374,432.16983,-10.760008,1.7602092e-06,3.063312,5
6288.689400484756,8.223653,441.90598,-9.49341,1.7792058e-06,3.063318,5
6289.059512875654,6.5212846,450.42123,-8.277852,1.7364957e-06,3.0633247,5
6289.515469323989,5.1738396,457.60547,-7.3824997,1.7417901e-06,3.0633233,5
6290.073956977169,4.103206,463.92053,-6.4914107,1.7807811e-06,3.0633268,5
6290.7632277032535,3.257923,468.73373,-5.707347,1.7301201e-06,3.0633228,5
6291.618437530531,2.5834963,473.72284,-5.0586505,1.7661625e-06,3.0633368,5
6292.685308327869,2.049446,478.01425,-4.529134,1.7547887e-06,3.0633175,5
6294.683520449442,1.6259104,481.92062,-4.0583344,1.8148146e-06,3.0633156,5
6296.351509542001,1.2902544,485.13046,-3.6579666,1.7977571e-06,3.0633118,5
6298.442684521317,1.0236502,488.67197,-3.3231068,1.794459e-06,3.06331,5
6301.065431232564,0.8126199,491.359,-3.0334074,1.82822e-06,3.063327,5
6304.363875282521,0.64438283,494.2207,-2.8150156,1.8298014e-06,3.0633297,5
6308.509386412799,0.51122236,497.13858,-2.5874531,1.8493414e-06,3.0633316,5
6313.723403700453,0.4058443,499.84818,-2.5000412,1.8490773e-06,3.0633376,5
6320.289468225674,0.32181963,502.0767,-2.3626463,1.8415238e-06,3.0633323,5
6328.556526804983,0.25531054,504.17508,-2.2754848,1.8260996e-06,3.0633385,5
6338.964677299315,0.2025798,506.892,-2.1417108,1.7949467e-06,3.0633388,5
6352.0784674422175,0.16068146,509.38272,-2.1071343,1.7699741e-06,3.0633337,5
6368.594300200028,0.12750551,511.5425,-2.0425055,1.7492132e-06,3.0633225,5
6389.385609134217,0.10123998,513.79407,-1.9776354,1.7621282e-06,3.0633316,5
6415.59144088559,0.08030087,516.11316,-1.9228257,1.7558816e-06,3.0633347,5
6448.6243025879085,0.063687116,518.7326,-1.9719653,1.7244857e-06,3.0633264,5
6490.256670565344,0.050522164,520.8342,-2.0074084,1.7116454e-06,3.06333,5
6542.739968391485,0.040071532,522.8975,-2.0166283,1.6940451e-06,3.0633273,5
6608.846070971391,0.03180936,524.884,-2.0755289,1.6709413e-06,3.0633326,5
6692.112350659649,0.02525203,526.91736,-2.0680385,1.6175267e-06,3.0633285,5
6797.148924981884,0.020016208,529.6954,-2.1564095,1.5869313e-06,3.0633256,5
6929.5587618844,0.01587741,531.5929,-2.2351694,1.5246058e-06,3.0633225,5
7096.313400124811,0.01260668,534.30914,-2.3725677,1.4752923e-06,3.0633147,5
7306.582832298707,0.009997264,537.20355,-2.4110436,1.4263658e-06,3.0633154,5
7306.601094272977,0.0,0.0,0.0,-7.1244813e-06,3.0616732,5
7482.287790608447,7000018.5,50.682392,-20.770483,-1.359794e-07,3.0635374,6
7482.718783188931,5553741.0,55.63845,-19.07347,1.242948e-06,3.0635455,6
7484.400791562191,4406287.0,59.811264,-17.440355,1.2871466e-06,3.0635417,6
7486.082790548709,3495908.2,62.818512,-16.178343,1.1709617e-06,3.0635335,6
7487.069777022261,2773623.0,65.830124,-14.976438,1.1045713e-06,3.0635192,6
7487.500774856104,2200573.5,68.30986,-13.765233,1.0803276e-06,3.0635118,6
7487.9317961831985,1745917.5,70.5489,-12.700675,1.1278827e-06,3.0635114,6
7488.362793590379,1385197.1,72.51098,-11.78453,1.1340373e-06,3.0635283,6
7488.793779824133,1099001.6,74.35006,-11.017031,1.1614522e-06,3.0635295,6
7489.2247832313005,871938.1,76.07198,-10.46208,1.1435488e-06,3.063514,6
7489.655791971745,691786.7,77.86874,-10.040771,1.1428026e-06,3.0635226,6
7490.086772045557,548860.6,79.55066,-9.690262,1.171149e-06,3.0635288,6
7490.517786492739,435458.72,81.31908,-9.417694,1.1217292e-06,3.0635333,6
7490.948789126502,345494.38,83.13154,-9.22881,1.0799544e-06,3.0635247,6
7491.380779093684,274105.56,85.025024,-9.118451,1.0484365e-06,3.0635226,6
7491.811775060865,217478.84,86.83924,-8.983324,1.0195289e-06,3.063526,6
7492.103793021379,172543.05,88.833755,-8.82349,9.831631e-07,3.0635254,6
7493.368797801464,136895.03,90.76786,-8.770828,9.852145e-07,3.0635216,6
7495.051780388079,108614.164,92.75174,-8.727206,1.0558952e-06,3.0635211,6
7496.177792708186,86169.46,94.582794,-8.677883,9.977094e-07,3.0635228,6
7496.747772601928,68364.016,96.707726,-8.641486,1.0092721e-06,3.063519,6
7497.039779042505,54242.133,98.693504,-8.6099415,1.0618629e-06,3.063522,6
7497.4707973829645,43033.695,100.6724,-8.6927,9.876387e-07,3.0635166,6
7497.7627967835,34144.895,102.7707,-8.824615,1.0001337e-06,3.0635183,6
7498.054792770679,27093.232,104.85014,-8.911461,9.708543e-07,3.0635154,6
7498.346779104584,21489.018,107.07156,-9.164341,9.992012e-07,3.0635254,6
7498.77778280506,17053.887,109.451485,-9.444757,9.421345e-07,3.0635304,6
7499.069789192261,13528.057,111.79701,-9.841205,9.4661016e-07,3.0635254,6
7499.3617912328045,10735.229,114.38756,-10.2967825,9.833492e-07,3.0635195,6
7499.677596287773,8517.451,117.42115,-10.83487,8.9998696e-07,3.063516,6
7500.053073879011,6753.7354,120.563934,-11.485568,9.3169075e-07,3.063507,6
7500.504651580384,5359.6797,124.23213,-12.095735,9.0632756e-07,3.0635216,6
7500.972111842653,4253.6406,128.02621,-12.82798,8.984947e-07,3.0635135,6
7501.4391025314835,3373.921,132.25581,-13.450262,8.270677e-07,3.0635178,6
7501.9058593002555,2677.5674,137.35832,-14.135259,8.335948e-07,3.063514,6
7502.373115055845,2124.317,142.88144,-14.792014,8.123345e-07,3.0635169,6
7502.840008118044,1685.5374,148.40152,-15.319124,8.414274e-07,3.0635235,6
7503.306732700177,1337.1407,155.05788,-15.876215,8.1363976e-07,3.0635164,6
7503.773854642321,1061.0223,161.78094,-16.301636,8.945777e-07,3.0635135,6
7504.240751464531,841.34937,168.53873,-16.804277,8.854394e-07,3.0635147,6
7504.7097645001195,667.64954,176.46788,-17.123446,8.412405e-07,3.063518,6
7505.177136922372,529.83014,184.5415,-17.725935,9.150918e-07,3.0635073,6
7505.643843131169,420.40347,193.70859,-18.11775,8.9271254e-07,3.0635002,6
7506.11301582017,333.39932,202.63275,-18.560848,8.6175476e-07,3.0635014,6
7506.581352669047,264.5768,212.64828,-19.091846,8.6436563e-07,3.0635095,6
7507.047113011184,209.93277,223.57472,-19.406378,9.218055e-07,3.063513,6
7507.510190286499,166.5458,235.84344,-19.96782,8.994263e-07,3.0635216,6
7508.2207905068935,132.1569,249.79604,-20.411995,1.7079169e-06,3.0635223,6
7508.688395595789,104.8319,265.06805,-20.539507,1.7029021e-06,3.063516,6
7509.163493271655,83.16338,281.6724,-20.52205,1.7000311e-06,3.0635169,6
7509.623038946869,65.992546,299.65408,-20.2769,1.6802886e-06,3.0635052,6
7510.072022941546,52.362606,318.73856,-19.787436,1.6733162e-06,3.0635045,6
7510.52467170966,41.52827,338.2621,-18.963692,1.693245e-06,3.0635118,6
7511.017390239722,32.964127,356.94412,-17.858974,1.6836254e-06,3.0635135,6
7511.466263674403,26.146248,375.19107,-16.583784,1.702007e-06,3.0635066,6
7511.9188276692,20.750315,392.04102,-14.941353,1.679841e-06,3.063497,6
7512.349335476349,16.45893,407.4787,-13.63922,1.6779209e-06,3.0635011,6
7512.878710781486,13.064369,420.34396,-12.188881,1.7418929e-06,3.0635073,6
7513.331096109658,10.361374,432.17346,-10.768388,1.721824e-06,3.063522,6
